,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
0,0.0819,0.0537,0.0528,0.041,0.042800000000000005,0.0337,0.0337,0.0246,0.0237,0.031,0.042800000000000005,0.04190000000000001,0.04190000000000001,0.0337,0.0337,0.0237,0.0246,0.0082,0.014600000000000002,0.0228,0.0128,0.0228,0.0228,0.0237,0.031,0.014600000000000002,0.014600000000000002,0.0119,0.0237,0.0228,0.0219,0.0228,0.0219,0.0237,0.0228,0.0228,0.014600000000000002,0.014600000000000002,0.0219,0.0173,0.014600000000000002,0.0228,0.0219,0.0082,0.0,-0.0009,0.0228,0.0219,0.0237,0.0228,0.0228,0.0137,0.0137,0.0137,0.0237,0.0137,0.0219,0.0237,0.0219,0.0137,0.020999999999999998,0.0228,0.0219,0.0219,0.0219,0.0228,0.0228,0.020999999999999998,0.014600000000000002,0.0219,0.0237,0.0237,0.0328,0.04190000000000001,0.0228,0.0319,0.0237,0.0228,0.0228,0.0228,0.0337
1,0.0537,0.0651,0.0444,0.043000000000000003,0.0344,0.025099999999999997,0.025099999999999997,0.025799999999999997,0.025099999999999997,0.023,0.024399999999999998,0.0337,0.0337,0.025099999999999997,0.025099999999999997,0.015099999999999999,0.0158,0.0086,0.0158,0.024399999999999998,0.0144,0.024399999999999998,0.024399999999999998,0.015099999999999999,0.023,0.0058,0.0058,0.0137,0.015099999999999999,0.0144,0.0237,0.024399999999999998,0.0237,0.015099999999999999,0.024399999999999998,0.024399999999999998,0.0158,0.0158,0.0137,0.0079,0.0158,0.0144,0.0137,0.0086,0.0,-0.0007000000000000001,0.0144,0.0137,0.015099999999999999,0.0144,0.0144,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.0050999999999999995,0.0137,0.015099999999999999,0.0137,0.015099999999999999,0.023,0.0144,0.0237,0.0237,0.0137,0.0144,0.024399999999999998,0.023,0.0158,0.0237,0.025099999999999997,0.015099999999999999,0.024399999999999998,0.0337,0.024399999999999998,0.0337,0.025099999999999997,0.024399999999999998,0.024399999999999998,0.024399999999999998,0.025099999999999997
2,0.0528,0.0444,0.0736,0.052,0.0336,0.024399999999999998,0.024399999999999998,0.0252,0.024399999999999998,0.022,0.0336,0.0328,0.0328,0.0344,0.0344,0.024399999999999998,0.0252,0.0084,0.015200000000000002,0.0336,0.0236,0.0236,0.0236,0.024399999999999998,0.032,0.015200000000000002,0.015200000000000002,0.0228,0.024399999999999998,0.0236,0.0228,0.0236,0.0228,0.0144,0.0236,0.0236,0.015200000000000002,0.015200000000000002,0.0228,0.0176,0.015200000000000002,0.0236,0.0228,0.0084,0.0,-0.0008,0.0236,0.0228,0.024399999999999998,0.0236,0.0236,0.024399999999999998,0.024399999999999998,0.024399999999999998,0.024399999999999998,0.0144,0.0228,0.024399999999999998,0.0328,0.024399999999999998,0.032,0.0236,0.0228,0.0228,0.0228,0.013600000000000001,0.0236,0.022,0.015200000000000002,0.0228,0.024399999999999998,0.024399999999999998,0.0236,0.0328,0.0236,0.0228,0.024399999999999998,0.0236,0.0236,0.0236,0.024399999999999998
3,0.041,0.043000000000000003,0.052,0.09,0.042,0.033,0.023,0.024,0.023,0.019999999999999997,0.032,0.031,0.031,0.023,0.023,0.023,0.024,0.008,0.014,0.022,0.012,0.022,0.022,0.013,0.019999999999999997,0.014,0.014,0.011000000000000001,0.013,0.022,0.020999999999999998,0.022,0.020999999999999998,0.013,0.022,0.022,0.014,0.014,0.020999999999999998,0.007,0.014,0.022,0.011000000000000001,0.008,0.0,-0.001,0.022,0.020999999999999998,0.023,0.012,0.012,0.013,0.023,0.013,0.013,0.013,0.020999999999999998,0.023,0.011000000000000001,0.013,0.03,0.022,0.020999999999999998,0.020999999999999998,0.020999999999999998,0.022,0.022,0.03,0.014,0.031,0.033,0.023,0.022,0.041,0.022,0.031,0.023,0.022,0.032,0.022,0.033
4,0.042800000000000005,0.0344,0.0336,0.042,0.0736,0.0344,0.0344,0.0352,0.024399999999999998,0.032,0.0336,0.0328,0.0328,0.024399999999999998,0.024399999999999998,0.0144,0.015200000000000002,0.0084,0.015200000000000002,0.0236,0.0036,0.013600000000000001,0.013600000000000001,0.0144,0.022,0.015200000000000002,0.015200000000000002,0.0128,0.0144,0.013600000000000001,0.0128,0.0236,0.0228,0.0144,0.0236,0.0236,0.015200000000000002,0.015200000000000002,0.0228,0.007600000000000001,0.015200000000000002,0.0236,0.0128,0.0084,0.0,-0.0008,0.013600000000000001,0.0228,0.0144,0.013600000000000001,0.013600000000000001,0.0144,0.0144,0.0144,0.0144,0.0144,0.0228,0.0144,0.0128,0.0144,0.022,0.0236,0.0228,0.0228,0.0228,0.0236,0.0236,0.032,0.0252,0.0328,0.024399999999999998,0.024399999999999998,0.0336,0.042800000000000005,0.0336,0.0328,0.024399999999999998,0.0336,0.0336,0.0236,0.024399999999999998
5,0.0337,0.025099999999999997,0.024399999999999998,0.033,0.0344,0.0651,0.025099999999999997,0.025799999999999997,0.025099999999999997,0.033,0.024399999999999998,0.0337,0.0337,0.015099999999999999,0.025099999999999997,0.015099999999999999,0.0158,-0.0014000000000000002,0.0158,0.0144,0.0144,0.024399999999999998,0.0144,0.015099999999999999,0.013,0.0158,0.0158,0.0137,0.015099999999999999,0.0144,0.0137,0.0144,0.0237,0.015099999999999999,0.0144,0.0144,0.0158,0.0158,0.0137,0.0079,0.0058,0.0144,0.0137,0.0086,0.0,-0.0007000000000000001,0.0144,0.0237,0.015099999999999999,0.0144,0.0144,0.015099999999999999,0.0050999999999999995,0.0050999999999999995,0.015099999999999999,0.0050999999999999995,0.0137,0.015099999999999999,0.0137,0.0050999999999999995,0.013,0.004399999999999999,0.0137,0.0137,0.0137,0.0144,0.0144,0.013,0.0158,0.0237,0.025099999999999997,0.025099999999999997,0.024399999999999998,0.0337,0.024399999999999998,0.0237,0.025099999999999997,0.0344,0.024399999999999998,0.024399999999999998,0.015099999999999999
6,0.0337,0.025099999999999997,0.024399999999999998,0.023,0.0344,0.025099999999999997,0.0651,0.025799999999999997,0.025099999999999997,0.023,0.024399999999999998,0.0237,0.0337,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.0158,0.0086,0.0058,0.0144,0.004399999999999999,0.004399999999999999,0.004399999999999999,0.0050999999999999995,0.013,0.0058,0.0058,0.0137,0.0050999999999999995,0.0144,0.0137,0.0144,0.0137,0.015099999999999999,0.0144,0.0144,0.0058,0.0158,0.0137,0.0079,0.0058,0.0144,0.0137,-0.0014000000000000002,0.0,-0.0007000000000000001,0.0144,0.0137,0.0050999999999999995,0.004399999999999999,0.0144,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.015099999999999999,0.0137,0.015099999999999999,0.0237,0.015099999999999999,0.013,0.0144,0.0237,0.0137,0.0137,0.0144,0.0144,0.023,0.0158,0.0237,0.015099999999999999,0.015099999999999999,0.0144,0.0237,0.0144,0.0237,0.025099999999999997,0.024399999999999998,0.024399999999999998,0.0144,0.015099999999999999
7,0.0246,0.025799999999999997,0.0252,0.024,0.0352,0.025799999999999997,0.025799999999999997,0.0564,0.0358,0.044000000000000004,0.0352,0.0346,0.0346,0.0358,0.0358,0.0158,0.0264,0.0088,0.0164,0.0252,0.015200000000000002,0.0252,0.015200000000000002,0.0158,0.024,0.0164,0.0064,0.0246,0.0158,0.0252,0.0246,0.0252,0.0246,0.0158,0.0252,0.0352,0.0164,0.0164,0.0346,0.0082,0.0264,0.0252,0.014600000000000002,0.0088,0.0,-0.0006,0.0252,0.0246,0.025799999999999997,0.015200000000000002,0.015200000000000002,0.0158,0.0158,0.025799999999999997,0.025799999999999997,0.0158,0.0246,0.025799999999999997,0.0246,0.0158,0.034,0.015200000000000002,0.0246,0.0246,0.0246,0.0252,0.0252,0.034,0.0264,0.0346,0.025799999999999997,0.0158,0.0252,0.0246,0.0252,0.0246,0.025799999999999997,0.0252,0.0252,0.015200000000000002,0.0158
8,0.0237,0.025099999999999997,0.024399999999999998,0.023,0.024399999999999998,0.025099999999999997,0.025099999999999997,0.0358,0.0651,0.053,0.0444,0.0537,0.0437,0.0351,0.0351,0.025099999999999997,0.025799999999999997,0.0086,0.0158,0.024399999999999998,0.0144,0.024399999999999998,0.024399999999999998,0.025099999999999997,0.023,0.0158,0.0158,0.0237,0.015099999999999999,0.024399999999999998,0.0237,0.024399999999999998,0.0337,0.025099999999999997,0.024399999999999998,0.024399999999999998,0.025799999999999997,0.025799999999999997,0.0237,0.0079,0.0158,0.024399999999999998,0.0337,0.0086,0.0,-0.0007000000000000001,0.024399999999999998,0.0337,0.025099999999999997,0.024399999999999998,0.024399999999999998,0.025099999999999997,0.025099999999999997,0.025099999999999997,0.025099999999999997,0.025099999999999997,0.0237,0.025099999999999997,0.0337,0.025099999999999997,0.033,0.024399999999999998,0.0237,0.0237,0.0337,0.024399999999999998,0.024399999999999998,0.033,0.025799999999999997,0.0237,0.025099999999999997,0.025099999999999997,0.0344,0.0237,0.024399999999999998,0.0237,0.025099999999999997,0.024399999999999998,0.0144,0.0144,0.015099999999999999
9,0.031,0.023,0.022,0.019999999999999997,0.032,0.033,0.023,0.044000000000000004,0.053,0.09,0.052,0.051,0.051,0.043000000000000003,0.043000000000000003,0.033,0.024,0.008,0.024,0.032,0.022,0.032,0.022,0.033,0.03,0.014,0.014,0.020999999999999998,0.023,0.032,0.031,0.032,0.041,0.033,0.032,0.032,0.024,0.024,0.031,0.017,0.014,0.032,0.031,0.008,0.0,-0.001,0.022,0.031,0.033,0.032,0.022,0.023,0.023,0.023,0.023,0.023,0.031,0.043000000000000003,0.031,0.023,0.04,0.032,0.041,0.031,0.031,0.032,0.022,0.03,0.024,0.031,0.023,0.023,0.032,0.031,0.032,0.020999999999999998,0.023,0.032,0.022,0.022,0.023
10,0.042800000000000005,0.024399999999999998,0.0336,0.032,0.0336,0.024399999999999998,0.024399999999999998,0.0352,0.0444,0.052,0.0736,0.06280000000000001,0.042800000000000005,0.0444,0.0444,0.0344,0.0252,0.0084,0.0252,0.0436,0.0336,0.0336,0.0336,0.0344,0.032,0.0252,0.015200000000000002,0.0328,0.024399999999999998,0.0336,0.0228,0.0336,0.0328,0.0344,0.0336,0.0336,0.0252,0.0252,0.0328,0.0176,0.015200000000000002,0.0236,0.0328,0.0084,0.0,-0.0008,0.0236,0.0328,0.0344,0.0336,0.0336,0.024399999999999998,0.024399999999999998,0.0344,0.024399999999999998,0.024399999999999998,0.0328,0.0344,0.0328,0.0344,0.032,0.0336,0.042800000000000005,0.0328,0.0328,0.0236,0.0236,0.032,0.0252,0.0328,0.0144,0.0144,0.0236,0.0228,0.0236,0.0128,0.0144,0.0236,0.0236,0.0236,0.0144
